"id","name","city_id"
"1503606014",Maria Magdalena,"1503606"
"1503606024",Vitória Régia,"1503606"
"1504422005",União,"1504422"
"1504422015",Santa Lúcia,"1504422"
"1504802005",Serra Ocidental,"1504802"
"1505064007",Parque Espigão,"1505064"
"1505486002",Bela vista,"1505486"
"1505502004",Nova Conquista,"1505502"
"1506302001",Centro,"1506302"
"1506807006",Prainha,"1506807"
"1506807017",Alvorada,"1506807"
"1506807027",Livramento,"1506807"
"1506807037",Pérola do Maicá,"1506807"
"1506807047",Vitória Régia,"1506807"
"1507904008",Tucumanaúba,"1507904"
"1507979002",Centro,"1507979"
"1600204004",Comunicações,"1600204"
"1600238006",Triângulo da Vitória,"1600238"
"1600303009",Santa Inês,"1600303"
"1600303019",Boné Azul,"1600303"
"1100106012",Próspero - Guajar,"1100106"
"1100122005",Dois de Abril - J,"1100122"
"1100122015",JK - J,"1100122"
"1100122025",Jardim Flórida - J,"1100122"
"1100122035",Araçá - J,"1100122"
"1100130003",Jeronimo Santana,"1100130"
"1100130013",Nações,"1100130"
"1100155002",Bela Floresta,"1100155"
"1100155012",Jardim Aeroporto,"1100155"
"1100189010",Beira Rio,"1100189"
"1100205010",São Cristóvão,"1100205"
"1100205020",Mocambo,"1100205"
"1100205032",Tancredo Neves,"1100205"
"1100205044",Cohab,"1100205"
"1100205054",Escola de Polícia,"1100205"
"1100205064",Nova Esperança,"1100205"
"1100288007",Boa Esperança,"1100288"
"1100296002",Saúde,"1100296"
"1100304005",Marcos Freire,"1100304"
"1100320003",Cristo Rei,"1100320"
"1100338007",João Clímaco,"1100338"
"1100809005",Palheiral,"1100809"
"1101500005",Bela Vista,"1101500"
"1200054004",Bela Vista,"1200054"
"1200104009",Marcos Galvão,"1200104"
"1200252009",J.C.Mesquita,"1200252"
"1200302010",Genir Nunes,"1200302"
"1200500002",Cohab,"1200500"
"1200500012",Cristo Libertador,"1200500"
"1200500022",São Francisco,"1200500"
"1200609008",Vila Corcovado,"1200609"
"1200708010",Cageacre,"1200708"
"1300102004",São Sebastião,"1300102"
"1300144009",Comunicação,"1300144"
"1300300010",De Santa Luzia,"1300300"
"1300409006",Marivá,"1300409"
"1300607003",Colônia,"1300607"
"1300680004",Jardim Vitória Régia,"1300680"
"1300706004",Macaxeiral,"1300706"
"1300839003",Santa Luzia,"1300839"
"1301001001",Centro,"1301001"
"1301001011",Morumbi,"1301001"
"1301159002",Morada Nova,"1301159"
"1301209006",Santa Efigênia,"1301209"
"1301407005",Nossa Senhora de Fátima,"1301407"
"1301654002",Saborá,"1301654"
"1301704005",São Francisco,"1301704"
"1301803002",João Herculano Neto,"1301803"
"1301902001",Centro,"1301902"
"1301902011",São Cristóvão,"1301902"
"1301902022",Mutirão,"1301902"
"1302207001",Centro,"1302207"
"1302306005",São Pedro,"1302306"
"1302405007",Pantanal,"1302405"
"1302504008",Terra Preta,"1302504"
"1302553007",Centro,"1302553"
"1302603009",Vila da Prata,"1302603"
"1302603019",Raiz,"1302603"
"1302603029",São Lázaro,"1302603"
"1302603039",Aleixo,"1302603"
"1302603049",Cidade Nova,"1302603"
"1302603059",Cidade de Deus,"1302603"
"1302702006",Santa Maria Domingas Mazzarello,"1302702"
"1302702015",Laura Vicuña,"1302702"
"1302702016",Morada Verde,"1302702"
"1302900009",Novo Bairro,"1302900"
"1303106001",Vale do Sol,"1303106"
"1303106005",Nossa Senhora de Fátima,"1303106"
"1303205003",Anavilhanas I,"1303205"
"1303205004",Anavilhanas II,"1303205"
"1303205008",Murici,"1303205"
"1303205013",Chicó,"1303205"
